dayoftheyear,windPortion
2,0.04038085381875387
3,0.03767828341110318
4,0.04828672077349712
5,0.035092089607208186
6,0.047845110591897264
7,0.05880139099696461
8,0.03995059391153445
9,0.022647870193615263
10,0.031411551825105875
11,0.02811261249009071
12,0.02575700754965662
13,0.022753732319460495
14,0.04273585204250633
15,0.02616793009459882
16,0.03170798935962011
17,0.0417955083062181
18,0.046222752267765926
19,0.042366971052370354
20,0.02098664176129067
21,0.033594639944446156
22,0.04186303714739578
23,0.03637144651023874
24,0.022436039381102654
25,0.025723701666232127
26,0.029693308856270847
27,0.0284635433276688
28,0.03186280629901202
29,0.036218824080112226
30,0.04788608490104668
31,0.048582214101977966
32,0.02941449091192701
33,0.03473434316607914
34,0.04372645635054987
35,0.03222698152306342
36,0.03154311089249753
37,0.03989737686251807
38,0.03717716707743132
39,0.023507723851862436
40,0.036585128424379346
41,0.03360594799786233
42,0.058253694012104576
43,0.04931898290603914
44,0.05487776554791318
45,0.054556754654663205
46,0.042269133824333026
47,0.040708784439898116
48,0.024892859410557584
49,0.0332936140510461
50,0.02815089038937515
51,0.036146468224189744
52,0.030651662538662607
53,0.03203320207990835
54,0.03678556141952561
55,0.04338003639132123
56,0.026754553916171694
57,0.0330620925917682
58,0.025509312583191633
59,0.031027927139999183
60,0.03675284261429826
61,0.03625200516852466
62,0.04067880862634268
63,0.04699882741543066
64,0.07004120931117824
65,0.04547043262392313
66,0.03233007436987908
67,0.04197198189508647
68,0.04142371657752598
69,0.0482770964491602
70,0.023077386990859507
71,0.0332324231854754
72,0.016563034023229145
73,0.05037223735681121
74,0.060914849989396926
75,0.034135428347051716
76,0.021623132562105327
77,0.026874837073956787
78,0.049638017068452236
79,0.056882204209419744
80,0.042408645952802235
81,0.03142092975742813
82,0.05029837983445093
83,0.019279378634064884
84,0.020017577693992972
85,0.03870669463588529
86,0.013905017225733044
87,0.015797653167644407
88,0.045149187937338096
89,0.041332810304529205
90,0.023704705130679224
91,0.031844839218017076
92,0.01262030648386005
93,0.02982581687557342
94,0.021377651268008998
95,0.02170090284117715
96,0.026681888639258654
97,0.034386577179208226
98,0.03387596161510292
99,0.062421290485898416
100,0.031256630289730775
101,0.04201546530574665
102,0.02906396478625581
103,0.03711857761055244
104,0.030155415661179356
105,0.03338336696055761
106,0.016059517488093054
107,0.024178615985272146
108,0.019620494429781834
109,0.027852058688437764
110,0.02536513600611627
111,0.03429629855194768
112,0.005618018442490599
113,0.03415843757812213
114,0.01905693405192056
115,0.016624285588141368
116,0.037050939652563175
117,0.03719790056050638
118,0.052804180509088444
119,0.04497849465704025
120,0.03743647130988123
121,0.021906032780473955
122,0.04579634543543909
123,0.018656440138905158
124,0.03473962672487037
125,0.06368532058845995
126,0.02951859112452819
127,0.026615497981890855
128,0.04594821898349949
129,0.044707699745745136
130,0.028212674054453102
131,0.02962722730608711
132,0.014587698843815161
133,0.01078157411677405
134,0.014123572564145499
135,0.034352341470425075
136,0.015035582629739613
137,0.024879633134232894
138,0.018006395499653008
139,0.03581625913932715
140,0.03324337283618714
141,0.03809772072153385
142,0.029497324609376957
143,0.0225285137570209
144,0.013901210722297913
145,0.0538668367910622
146,0.04257977819995887
147,0.026803768350292863
148,0.032885939188520105
149,0.025196346159345545
150,0.023122844324165392
151,0.030728527293144278
152,0.0320507563619706
153,0.014370867987458827
154,0.027627325107177525
155,0.047313924953140525
156,0.03153430924706522
157,0.03410531376594212
158,0.03650499103083936
159,0.04473862912400062
160,0.021546833371230915
161,0.024303934716955054
162,0.023617444321599415
163,0.0403472383553775
164,0.018140872538896066
165,0.02462188999067585
166,0.035248754421881176
167,0.02702985048719441
168,0.021336343485606035
169,0.031460411678411335
170,0.02655427569867548
171,0.03947932160390935
172,0.03232629984618711
173,0.05076800420670706
174,0.053339827459584724
175,0.03644146389928
176,0.02135808578500965
177,0.008281340038663503
178,0.034915472296325196
179,0.04233775603966212
180,0.03171558085358472
181,0.017377478436007385
182,0.03356454662985001
183,0.03904173291509554
184,0.03990051616043901
185,0.026449342775574508
186,0.0350833100888669
187,0.033073671713356845
188,0.021810083266431034
189,0.021622741064879353
190,0.04542453308366954
191,0.037837949887211175
192,0.02793432399083328
193,0.014860279610540221
194,0.033102278990935464
195,0.06367486782470759
196,0.03612906572521017
197,0.039544191250360725
198,0.03237051092164076
199,0.04271302727914362
200,0.02678883297546687
201,0.022158317863085513
202,0.026403510760680357
203,0.03192133162347654
204,0.042860211048622275
205,0.025961659744800924
206,0.024939181646044535
207,0.030643528603530264
208,0.03548515028953752
209,0.03136008409174943
210,0.036936952475299246
211,0.05246071984182772
212,0.05027386069957328
213,0.014730797518425738
214,0.04571085256101962
215,0.030950411278285468
216,0.029029487246554627
217,0.03192371374355002
218,0.01845633862146037
219,0.03491999681251863
220,0.031099605744618942
221,0.05023511155206037
222,0.03642507045444181
223,0.05039757039360649
224,0.024088735352584822
225,0.01828496956315487
226,0.017755904448103488
227,0.005699931923822935
228,0.00865109572137292
229,0.013526861701757015
230,0.018190668861186792
231,0.011315701695636157
232,0.017995444436134746
233,0.012314660259307029
234,0.05515370492387225
235,0.03492130542792178
236,0.02845684791659927
237,0.04260526187200337
238,0.026474849593787875
239,0.030564845501953312
240,0.042344421596949004
241,0.05693943145504749
242,0.04193665505094973
243,0.026197681606193037
244,0.054940307321575246
245,0.04099188923231044
246,0.058418993286078295
247,0.05254448702052217
248,0.03028722558513713
249,0.019249657313039785
250,0.023993159872383114
251,0.0357472805223682
252,0.04278853972173169
253,0.030035745250502725
254,0.03155756117327681
255,0.041132845138189794
256,0.03182159461610261
257,0.030477300703478195
258,0.04275443285976907
259,0.04946831346527723
260,0.04516723323175362
261,0.022429818481317094
262,0.03008300972951663
263,0.053123205496635434
264,0.06423014436643346
265,0.017839053282855073
266,0.009449564410817821
267,0.025766774776713065
268,0.031709602494238875
269,0.026168366025796433
270,0.030854521210932555
271,0.04522347111788279
272,0.04028828487276154
273,0.05355359256287307
274,0.05714930510167389
275,0.049487798744842736
276,0.05454828830544547
277,0.03706730841854097
278,0.026353565349620973
279,0.07167049350714222
280,0.023187395004943864
281,0.04163559826677026
282,0.05771127937439742
283,0.0433638448638727
284,0.026567256904803046
285,0.03011405780131987
286,0.06002128212644091
287,0.05341954135793588
288,0.015295683486237369
289,0.04425909178328996
290,0.025087472122412715
291,0.020125241103687824
292,0.05620296664725553
293,0.04181322176219886
294,0.0577002005814719
295,0.029399986720040586
296,0.02312712009855224
297,0.02745500047064802
298,0.04372967008165177
299,0.024972027264604575
300,0.026802547648049804
301,0.030930960710762397
302,0.03717258377100291
303,0.025798260739887127
304,0.04235328413732607
305,0.06491559177493783
306,0.06430843292405918
307,0.04636943760203216
308,0.03144154191398014
309,0.037241280256217105
310,0.046083482233597005
311,0.033360494809504586
312,0.0600237283985918
313,0.029022502962531803
314,0.05955321060469586
315,0.05512899666235056
316,0.034789970113312224
317,0.03674053332276768
318,0.008527069567573205
319,0.022288941090110037
320,0.05066036357358282
321,0.04399379638647775
322,0.03949893597996946
323,0.051209138869756934
324,0.05160244631798498
325,0.05237193646631594
326,0.024254124706893452
327,0.032653901465976985
328,0.04883571919712578
329,0.040577165821908255
330,0.04640024640832283
331,0.037651958667344006
332,0.04826366186017455
333,0.029530417328040688
334,0.023270002715096553
335,0.026451649628864433
336,0.022504653886125953
337,0.03254586126539455
338,0.04168500526423312
339,0.02628910943678825
340,0.029492957612430346
341,0.028308101842216864
342,0.04943806852483889
343,0.041500899382589565
344,0.04420060719033063
345,0.06217651765203587
346,0.0317430233661242
347,0.028312777960870106
348,0.03009175797328526
349,0.03811174238889254
350,0.040672888348377886
351,0.04285133198016798
352,0.04934905938580561
353,0.0601466893436222
354,0.04292493550358628
355,0.046847128815693265
356,0.04572949778262833
357,0.019318560108549515
358,0.014692757142080702
359,0.047023270581082424
360,0.05177659211072357
361,0.0522107059631263
362,0.0371658777506475
363,0.025187368154488073
364,0.05139947290724421
365,0.038823387046743055
366,0.031191915484341873
1,0.030126901650381732