dayoftheyear,au nem nsw1 demand energy (GWh),temperature
0,193.20404174912863,0
0,192.3900437302523,1
0,191.45899288148624,2
0,190.40555354767665,3
0,189.22664117585953,4
0,187.92201144793287,5
0,186.4948768280684,6
0,184.95253026497144,7
0,183.3069488375837,8
0,181.57534263145786,9
0,179.78060670472684,10
0,177.95162751658737,11
0,176.12339071965442,12
0,174.33683594659385,13
0,172.63840731856317,14
0,171.0792568503902,15
0,169.71407233912495,16
0,168.59952176961858,17
0,167.79233214247103,18
0,167.34705055926713,19
0,167.3135672781536,20
0,167.73451154272703,21
0,168.64265814320365,22
0,170.05850264334146,23
0,171.9881730171412,24
0,174.42184275251208,25
0,177.33279396305002,26
0,180.6772486422788,27
0,184.39504324775132,28
0,188.41116906206852,29
10,193.2357843710594,0
10,192.42524303898153,1
10,191.49763538146797,2
10,190.44748859401736,3
10,189.27154343405715,4
10,187.96934220391154,5
10,186.5438467727639,6
10,185.0020670447907,7
10,183.35567320021758,8
10,181.62155731581444,9
10,179.82230223671849,10
10,177.98650870516997,11
10,176.14892685104007,12
10,174.35033643622006,13
10,172.63712293205793,14
10,171.06050462770838,15
10,169.67538018028952,16
10,168.53878643850408,17
10,167.70798241899294,18
10,167.23820563428524,19
10,167.18017944346226,20
10,167.57748195163992,21
10,168.46391502081207,22
10,169.86103285119034,23
10,171.7760002809021,24
10,174.19994901102118,25
10,177.10698397842825,26
10,180.453961943921,27
10,184.18112134674627,28
10,188.21358933519528,29
20,193.2703326340786,0
20,192.46408995676396,1
20,191.5409164611025,2
20,190.49520978137957,3
20,189.32353969872688,4
20,188.02523396653103,5
20,186.60299681728455,6
20,185.06354128162207,7
20,183.418209248539,8
20,181.68354526188102,9
20,179.88178200902968,10
20,178.04118820859884,11
20,176.19622426651748,12
20,174.38744890181817,13
20,172.66112220134247,14
20,171.06845832746694,15
20,169.6644950873478,16
20,168.50656793315977,17
20,167.65240215131897,18
20,167.15786767427596,19
20,167.07447398496294,20
20,167.44671518126796,21
20,168.30940417224662,22
20,169.68515679663088,23
20,171.58219823574717,24
20,173.9926629275089,25
20,176.8915437791748,26
20,180.2364166290784,27
20,183.9680228863937,28
20,188.0117398036411,29
30,193.30695714838,0
30,192.5057545266852,1
30,191.58789945403737,2
30,190.54766891274357,3
30,189.38146714930352,4
30,188.08840834386783,5
30,186.67093460243234,6
30,185.13545117903288,7
30,183.49295352063191,8
30,181.75961258621558,9
30,179.9572765513936,10
30,178.11383937730182,11
30,176.26342094292352,12
30,174.44630080552335,13
30,172.7085494652093,14
30,171.10130839739304,15
30,169.67968384373543,16
30,168.50123962016275,17
30,167.62410049432106,18
30,167.10470868100333,19
30,166.99530957246049,20
30,167.34127613416695,21
30,168.17841115256857,22
30,169.53038925846778,23
30,171.40651313466307,24
30,173.79995795234876,25
30,176.68666328818696,26
30,180.02500228803441,27
30,183.75631488098227,28
30,187.80633810903652,29
40,193.3448971106184,0
40,192.54936843066096,1
40,191.63760143925893,2
40,190.60376270100284,3
40,189.44409813638632,4
40,188.15751155202304,5
40,186.74618111351106,6
40,185.2161964937386,7
40,183.57819201134623,8
40,181.84794273338628,9
40,180.04688188003252,10
40,178.20248985483133,11
40,176.34849899880857,12
40,174.52485505709592,13
40,172.77737769638597,14
40,171.15706940054764,15
40,169.7190355133185,16
40,168.5209983392452,17
40,167.62141457711306,18
40,167.07723663992962,19
40,166.94139248110866,20
40,167.26009254743443,21
40,168.07010306665236,22
40,169.39614852493264,23
40,171.24861958390287,24
40,173.621763146275,25
40,176.49251714034222,26
40,179.82012352100242,27
40,183.54661014403737,28
40,187.5981782373106,29
50,193.38336915871454,0
50,192.5940350590732,1
50,191.68900459711202,2
50,190.66234546716692,3
50,189.51015425770512,4
50,188.2311298797035,5
50,186.8271875153048,6
50,185.30409668972084,7
50,183.67211955795278,8
50,181.94661696675644,9
50,180.14858092704665,10
50,178.30504373926686,11
50,176.44930734274905,12
50,174.62093286876245,13
50,172.86543125216133,14
50,171.2336023272323,15
50,169.7804829634233,16
50,168.5638847810994,17
50,167.64252838349574,18
50,167.07381256637814,19
50,166.91129149276244,20
50,167.20196747580394,21
50,167.98353840755533,22
50,169.28176341626482,23
50,171.10812464075414,24
50,173.45796431074638,25
50,176.30926287125308,26
50,179.6221952787774,27
50,183.33955993887213,28
50,187.38812069588005,29
60,193.4215767817797,0
60,192.638840237631,1
60,191.74106833562968,2
60,190.7222427323345,3
60,189.57832146060585,4
60,188.30780631974463,5
60,186.9123532999062,6
60,185.39741055384442,7
60,183.77286083533676,8
60,182.0536366123957,9
60,180.2602668577653,10
60,178.41930575400295,11
60,176.56358643419676,12
60,174.73223880255273,13
60,172.9704108695153,14
60,171.3286391710166,15
60,169.86182663536985,16
60,168.62780605670716,17
60,167.68549372643275,18
60,167.092669505735,19
60,166.90345456903302,20
60,167.16559332338568,21
60,167.91767818262124,22
60,169.18648130055607,23
60,170.98457258199463,24
60,173.30840544488777,25
60,176.13703907437218,26
60,179.43163780746593,27
60,183.13584587122483,28
60,187.1770815816808,29
70,193.45872016185194,0
70,192.6828634715743,1
70,191.79274202984777,2
70,190.78226552803767,3
70,189.6472659772497,4
70,188.38605815538736,5
70,187.00004551727272,6
70,185.4943570258055,7
70,183.87849269794802,8
70,182.16694677967004,9
70,180.37976798844343,10
70,178.54300713217037,11
70,176.6889948565343,12
70,174.85638770926647,13
70,173.08992060777192,14
70,171.4398094805594,15
70,169.96076028776181,16
70,168.7105602020579,17
70,167.7482530840334,18
70,167.1319332834681,19
70,166.91622712459568,20
70,167.14956728921655,21
70,167.87139823242515,22
70,169.10947705037069,23
70,170.87745033463017,24
70,173.17289056543447,25
70,175.97596360753172,26
70,179.24887132186194,27
70,182.93617119003653,28
70,186.96602074459062,29
80,193.49400631345245,0
80,192.72518955483997,1
80,191.84297820229713,2
80,190.84122523293976,3
80,189.71565087983458,4
80,188.4643952678728,5
80,187.088618834714,6
80,185.59313696916013,7
80,183.98706757726387,8
80,182.28446125134312,9
80,180.50487398388995,10
80,178.67383288436267,11
80,176.82313736599485,12
80,174.9909332211557,13
80,173.22149640423308,14
80,171.5646685613389,15
80,170.07489840087902,16
80,168.80986232652484,17
80,167.82866403082252,18
80,167.18964476975265,19
80,166.94787170156312,20
80,167.15240806802979,21
80,167.8435026283231,22
80,169.04986287330752,23
80,170.78619355153825,24
80,173.05118592279408,25
80,175.8261319324656,26
80,179.07431054036826,27
80,182.7412516763976,28
80,186.7559292702573,29
90,193.52665937834846,0
90,192.7649203816465,1
90,191.89074596100548,2
90,190.89794873015788,3
90,189.78215302746167,4
90,188.54133891415626,5
90,187.17643615160162,6
90,185.69195558809986,7
90,184.09663761929102,8
90,182.4040882097259,9
90,180.63336298642724,10
90,178.80945008942837,11
90,176.96359404876137,12
90,175.133397428007,13
90,173.36263587517556,14
90,171.70072696816513,15
90,170.20180489761836,16
90,168.92337208114517,17
90,167.92452496761774,18
90,167.2637833950769,19
90,166.9965888200236,20
90,167.1725736251164,21
90,167.83273801564718,22
90,169.00669893512065,23
90,170.71019330462383,24
90,172.9430226411322,25
90,175.6876156706686,26
90,178.9083592191577,27
90,182.55180631047634,28
90,186.54781652096224,29
100,193.55593092658805,0
100,192.80118679039654,1
100,191.93504450239908,2
100,190.95129366903242,3
100,189.84548016418378,4
100,188.61544070971016,5
100,187.2618894799521,6
100,185.78904517711862,7
100,184.205279227244,8
100,182.5237564442005,9
100,180.76302930460648,10
100,178.94753682353826,11
100,177.10795019263747,12
100,175.2813013392597,13
100,173.51082896677727,14
100,171.84548090112338,15
100,170.33902280824157,16
100,169.0487220953712,17
100,168.03360182658213,18
100,167.3522916279693,19
100,167.06053875658287,20
100,167.20847984339335,21
100,167.8378087516824,22
100,168.97900467942574,23
100,170.64880335716649,24
100,172.84809980336206,25
100,175.560461455937,26
100,178.75140482443572,27
100,182.3685479115579,28
100,186.34269698240635,29
110,193.58111011102338,0
110,192.8331602650479,1
110,191.97491648073463,2
110,191.0001636082564,3
110,189.90438791960062,4
110,188.68530154185308,5
110,187.34342079053434,6
110,185.88268787821337,7
110,184.3111176604734,8
110,182.64144166980444,9
110,180.89171127296456,10
110,179.08581132416555,11
110,177.2538264597941,12
110,175.43219571380175,13
110,173.66358903863477,14
110,171.99644309508483,15
110,170.4841044833501,16
110,169.18354700808888,17
110,168.15365540572242,18
110,167.45310010449128,19
110,167.1378639825044,20
110,167.25851982216048,21
110,167.85739267098262,22
110,168.96577073377537,23
110,170.6013479654105,24
110,172.76608799315125,25
110,175.44469015826934,26
110,178.60381347910754,27
110,182.1921739468972,28
110,186.14157716805047,29
120,193.60153352131064,0
120,192.86006431735137,1
120,192.00946104329648,2
120,191.04352281414486,3
120,189.95769645938802,4
120,188.74959013410498,5
120,187.41954251816583,6
120,185.97123811312377,7
120,184.41235133237416,8
120,182.7551925769861,9
120,181.0173188832448,10
120,179.22206097348382,11
120,177.39890893377716,12
120,175.58369182463233,13
120,173.81848394711704,14
120,172.1511737766606,15
120,170.63464194265742,16
120,169.3255127014345,17
120,168.28246896969927,18
120,167.56415308193058,19
120,167.2267119762649,20
120,167.32108359101807,21
120,167.8901572955744,22
120,168.96597127820706,23
120,170.56713014734845,24
120,172.69663329576304,25
120,175.34029654541706,26
120,178.4659253138874,27
120,182.02335770098452,28
120,185.94544283068433,29
130,193.6165945848526,0
130,192.88118537467648,1
130,192.03784633169775,2
130,191.08041048860963,3
130,190.0043065335132,4
130,188.8070609819181,5
130,187.48885741909615,6
130,186.05314435662717,7
130,184.5072754476928,8
130,182.86315622940157,9
130,181.13786078329386,10
130,179.35417068044538,11
130,177.54097860761993,12
130,175.7334917181619,13
130,173.97316668727703,14
130,172.30731125295915,15
130,170.7882969366554,16
130,169.47234533465837,17
130,168.4178757418369,18
130,167.6834338765876,19
130,167.32525811247305,20
130,167.39457798938014,21
130,167.93477629465033,22
130,168.97857673967928,23
130,170.54544034442557,24
130,172.63936174795018,25
130,175.24724943761777,26
130,178.33805034305215,27
130,181.8627399880669,28
130,185.75524672329672,29
140,193.62575236636292,0
140,192.8958830026126,1
140,192.059321254277,2
140,191.10995420618127,3
140,190.04321467471013,4
140,188.85657138489847,5
140,187.55007747796475,6
140,186.1269699212094,7
140,184.59430462354072,8
140,182.9636024299731,9
140,181.25147024249912,10
140,179.48015024264058,11
140,177.67793988082414,12
140,175.8794175277962,13
140,174.12540515082617,14
140,172.4626016940632,15
140,170.942830294578,16
140,169.621859770318,17
140,168.55778590601,18
140,167.80898993813994,19
140,167.4317283205212,20
140,167.47744645238274,21
140,167.98994598773604,22
140,169.00256666435624,23
140,170.53556538974337,24
140,172.59388421447045,25
140,175.1654923980346,26
140,178.2204649718487,27
140,181.71092157755055,28
140,185.57189713821816,29
150,193.62853962465906,0
150,192.90359929910596,1
150,192.07322634277602,2
150,191.13138234818632,3
150,190.07352730905507,4
150,188.8970973103074,5
150,187.60204157179942,6
150,186.19141243356972,7
150,184.6719941485644,8
150,183.05494668540612,9
150,181.3564296922687,10
150,179.59816027812494,11
150,177.80784764129945,12
150,176.01943940881947,13
150,174.2731105638567,14
150,172.61492767599566,15
150,171.09613013540718,16
150,169.7719869867557,17
150,168.70021273694277,18
150,167.93895721102382,19
150,167.54442120234413,20
150,167.56818843802415,21
150,168.05440167740375,22
150,169.0369426099062,23
150,170.536797684764,24
150,172.55980165550977,25
150,175.09494498660234,26
150,178.11340922641025,27
150,181.56845648456843,28
150,185.39624743522788,29
160,193.62456999485462,0
160,192.90386730749233,1
160,192.07900351812566,2
160,191.1440353348416,3
160,190.09447355409716,4
160,188.92774783713338,5
160,187.64373161378623,6
160,186.24532169930714,7
160,184.73905955105622,8
160,183.1357714159223,9
160,181.45119346659627,10
160,179.70653633367186,11
160,177.92893252406387,12
160,176.15170167644496,13
160,174.41436418169837,14
160,172.76233506315396,15
160,171.24623852910682,16
160,169.92080007918997,17
160,168.84329748353935,18
160,168.07158343683474,19
160,167.66172929952347,20
160,167.66537822838046,21
160,168.12693359270867,22
160,169.08074089213557,23
160,170.54844447570844,24
160,172.53671073569274,25
160,175.035504588695,26
160,178.01708477822447,27
160,181.43584625695692,28
160,185.22908674631057,29
170,193.61354417617542,0
170,192.89631830926686,1
170,192.07620460509037,2
170,191.14737547240387,3
170,190.10541649779483,4
170,188.9477779491577,5
170,187.6742869199094,6
170,186.287715673577,7
170,184.7943941691094,8
170,183.20484507991895,9
170,181.53440839106315,10
170,179.8038107992224,11
170,178.03962396147585,12
170,176.27454675112864,13
170,174.54744183937746,14
170,172.90305782872093,15
170,171.3913762127933,16
170,170.06653846691256,17
170,168.9853326422418,18
170,168.2052500610027,19
170,167.78215920581218,20
170,167.76768283993565,21
170,168.20640222285945,22
170,169.13304501465348,23
170,170.569837111321,24
170,172.52420971187755,25
170,174.98704881275023,26
170,177.931653814336,27
170,181.31353536570882,28
170,185.07113201753205,29
180,193.59525501998905,0
180,192.88068787356795,1
180,192.06449845350352,2
180,191.14099525234948,3
180,190.10586277318905,4
180,188.95659946891345,5
180,187.6930165667152,6
180,186.31779428218601,7
180,184.8370844438944,8
180,183.26113891227203,9
180,181.604931898319,10
180,179.888732288324,11
180,178.13857066967083,12
180,176.38653654456243,13
180,174.67083598435542,14
180,173.03554043814978,15
180,171.5299649910239,16
180,170.20762994583973,17
180,169.12478327601352,18
180,168.33849242196186,19
180,167.90435023205347,20
180,167.87387878456022,21
180,168.2917528224619,22
180,169.19299760725974,23
180,170.6003401556328,24
180,172.5219045239864,25
180,174.94943843319746,26
180,177.85723878205997,27
180,181.20190777917338,28
180,184.92302151780015,29
190,193.56959142905592,0
190,192.85682055888984,1
190,192.04367654454606,2
190,191.12462396253179,3
190,190.09547026896914,4
190,188.95378995186485,5
190,187.69940953798857,6
190,186.33495086906572,7
190,184.86642269033155,8
190,183.30384100960728,9
190,181.66184738375094,10
190,179.96028218062116,11
190,178.22465825226666,12
190,176.48647095571732,13
190,174.7832748531986,14
190,173.15845745414697,15
190,171.660647480411,16
190,170.34271025383802,17
190,169.26030605915835,18
190,168.47001792156365,19
190,168.02709134637882,20
190,167.982867433494,21
190,168.3820288750857,22
190,169.2598116984429,23
190,170.63936022327582,24
190,172.5294150011478,25
190,174.92252083728425,26
190,177.79392301361594,27
190,181.10128477269964,28
190,184.78530991082775,29
200,193.5365409972082,0
200,192.82467318313107,1
200,192.0136569836441,2
200,191.09813249596883,3
200,190.07405384441014,4
200,188.9390993910457,5
200,187.69314249154175,6
200,186.33878108181617,7
200,184.88191713727625,8
200,183.3323675354863,9
200,181.70447655605673,10
200,180.01768806438864,11
200,178.2970236447028,12
200,176.57340318838456,13
200,174.88373849495767,14
200,173.2707300611178,15
200,171.7823038959894,16
200,170.47063985035018,17
200,169.39076575856086,18
200,168.59872190135306,19
200,168.14933613338076,20
200,168.09368875190225,21
200,168.47638431101217,22
200,169.3327811500947,23
200,170.68635440097896,24
200,172.5463810848154,25
200,174.90613391715283,26
200,177.7417522124479,27
200,181.01192399566145,28
200,184.6584649512117,29
210,193.49619133829506,0
210,192.78431660038507,1
210,191.97448680664002,2
210,191.06153627089034,3
210,190.04158894807534,4
210,188.9124546162432,5
210,187.67408501400251,6
210,186.32908904639172,7
210,184.883299071165,8
210,183.34637086242319,9
210,181.73238858311336,10
210,180.0604338639744,11
210,178.35506617007044,12
210,176.64665164908914,13
210,174.97147139072948,14
210,173.3715392521595,15
210,171.89406561953567,16
210,170.59051765147683,17
210,169.51524889754825,18
210,168.72370098025766,19
210,168.2702155414086,20
210,168.20553319093537,21
210,168.57409428781583,22
210,169.41129008834432,23
210,170.74083811741437,24
210,172.5724689617184,25
210,174.90011033237408,26
210,177.70073675970443,27
210,180.93401978768316,28
210,184.5428658291186,29
220,193.4487300739533,0
220,192.73593594644973,1
220,191.92634255249268,2
220,191.0149962054106,3
220,189.99821307262303,4
220,188.87396130796512,5
220,187.64230227080373,6
220,186.30589072430558,7
220,184.87052696214664,8
220,183.34574451514112,9
220,181.74540588303304,10
220,180.088266488004,11
220,178.398455029136,12
220,176.70580823626918,13
220,175.04599147026045,14
220,173.4603354716592,15
220,171.99532533767885,16
220,170.70169150611454,17
220,169.6330743889631,18
220,168.84426364468257,19
220,168.38904821689692,20
220,168.31775154760098,21
220,168.67456435882667,22
220,169.49482117337521,23
220,170.80239232479175,24
220,172.60737699279449,25
220,174.90428205355343,26
220,177.6708547770311,27
220,180.86770470621786,28
220,184.43880315147794,29
230,193.39444347116475,0
230,192.67982933945316,1
230,191.86952908336798,2
230,190.95881772113245,3
230,189.94422501241485,4
230,188.8239035842402,5
230,187.5980549997625,6
230,186.26941439019268,7
230,184.84378749920714,8
230,183.33062482967117,9
230,181.74360646276034,10
230,180.10119888838614,11
230,178.42713310255172,12
230,176.75074288728325,13
230,175.10709538168626,14
230,173.5368445604563,15
230,172.08574358935547,16
230,170.80376524729928,17
230,169.74380096851115,18
230,168.95993792149528,19
230,168.50534825831303,20
230,168.42986262985858,21
230,168.7773378743872,22
230,169.58296256321157,23
230,170.87066985961056,24
230,172.65084132000283,25
230,174.9184850850559,26
230,177.65205586112515,27
230,180.81305219907418,28
230,184.34648051171885,29
240,193.33371374225717,0
240,192.6164050467887,1
240,191.8044766610834,2
240,190.89344778155086,3
240,189.8800819257567,4
240,188.76274115703697,5
240,187.54179683896893,6
240,186.2200982133363,7
240,184.8034935098064,8
240,183.30138929482894,9
240,181.72732276099018,10
240,180.09950947655983,11
240,178.4413170009642,12
240,176.78160430809237,13
240,175.15485992856082,14
240,173.60106990749242,15
240,172.16525161702933,16
240,170.89660220473849,17
240,169.84723130725448,18
240,169.0704760072564,19
240,168.618830259332,20
240,168.54155859471754,21
240,168.88210148388006,22
240,169.6754134416605,23
240,170.94540085692142,24
240,172.7026410313393,25
240,174.94256425479065,26
240,177.64426538696054,27
240,180.7700803288825,28
240,184.26601756586277,29
250,193.26701504156438,0
250,192.54617715425636,1
250,191.73173631692526,2
250,190.81947000270654,3
250,189.80639423883318,4
250,188.69110409403186,5
250,187.47416902232925,6
250,186.15858497300587,7
250,184.75027878918314,8
250,183.2586515953293,9
250,181.69713700759493,10
250,180.08373790097315,11
250,178.44149335782015,12
250,176.79881687037053,13
250,175.18963964819858,14
250,173.6532907707796,15
250,172.2340504731469,16
250,170.98032511870778,17
250,169.9434127324827,18
250,169.1758557725868,19
250,168.72941155066138,20
250,168.6527078603948,21
250,168.98868863249112,22
250,169.77198799871445,23
250,171.0263971022523,24
250,172.7626027656588,25
250,174.97637795163223,26
250,177.64738926076743,27
250,180.73875643242303,28
250,184.1974545009605,29
260,193.19490821398486,0
260,192.4697597974447,1
260,191.6519735793372,2
260,190.7375979045478,3
260,189.7239184630656,4
260,188.60978525986752,5
260,187.39599251827622,6
260,186.08571398326563,7
260,184.68498991378513,8
260,183.20325342831345,9
260,181.65387316708447,10
260,180.0546772474536,11
260,178.42841141903384,12
260,176.803073721136,13
260,175.21206056588827,14
260,173.6940567903917,15
260,172.29260639151474,16
260,171.0553124510793,17
260,170.03263453816447,18
260,169.27627910796247,19
260,168.83721159183696,20
260,168.76335552914003,21
260,169.09708097515082,22
260,169.87261777251604,23
260,171.1135552180613,24
260,172.83060464316733,25
260,175.0198026868206,26
260,177.661318991104,27
260,180.71900257682623,28
260,184.14075775322817,29
270,193.11803437075133,0
270,192.38786003850055,1
270,191.56596065035015,2
270,190.64866640128545,3
270,189.63354803106742,4
270,188.51973054818652,5
270,187.30825772802004,6
270,186.002510347458,7
270,184.60867516134164,8
270,183.13625321638784,9
270,181.59858558784865,10
270,180.01336278079125,11
270,178.40307204220906,12
270,176.79532620972847,13
270,175.22301021966442,14
270,173.72417877584434,15
270,172.34164249159718,16
270,171.12219114524768,17
270,170.1154219188878,18
270,169.3721671256848,19
270,168.94254850761996,20
270,168.87372129463827,21
270,169.20740766065413,22
270,169.9773522851953,23
270,171.20685859690326,24
270,172.90657941466807,25
270,175.07273735461953,26
270,177.68593693715385,27
270,180.71070165747307,28
270,184.09582680844713,29
280,193.037107386473,0
280,192.30126949307348,1
280,191.47456714639415,2
280,190.55362165712458,3
280,189.5363022879477,4
280,188.4220270508966,5
280,187.21211189853014,6
280,185.9101717049741,7
280,184.5225707059902,8
280,183.0589118894314,9
280,181.53254453104262,10
280,179.96105740047332,11
280,178.36671327472797,12
280,176.77676979490232,13
280,175.22362410890747,14
280,173.74471590862586,15
280,172.3821269410629,16
280,171.18182594206328,17
280,170.19252661365854,18
280,169.46415228139523,19
280,169.04593280750797,20
280,168.98419484625435,21
280,169.3199424710515,22
280,170.08635793006493,23
280,171.3063780113636,24
280,172.9905167327975,25
280,175.13510706983413,26
280,177.72112158783105,27
280,180.7137039692498,28
280,184.06250189678798,29
290,192.95290542857649,0
290,192.21085483198985,1
290,191.37874954182158,2
290,190.4535094595754,3
290,189.4333138038352,4
290,188.3178893436691,5
290,187.10884444145577,6
290,185.8100526724238,7
290,184.4280842997444,8
290,182.9726759535131,9
290,181.45721880198082,10
290,179.89923403508615,11
290,178.32079273363414,12
290,176.7488266499406,13
290,175.2152687759914,14
290,173.7569595566771,15
290,172.41525775722099,16
290,171.23530541262005,17
290,170.264914397169,18
290,169.5530675264269,19
290,169.14805837063216,20
290,169.0953288211405,21
290,169.4350988344524,22
290,170.19991509446646,23
290,171.41227085080203,24
290,173.08246446141558,25
290,175.20686646545246,26
290,177.76675272370403,27
290,180.72783407408912,28
290,184.04057237864245,29
300,192.8662616453314,0
300,192.1175472997231,1
300,191.279539473665,2
300,190.34946228561788,3
300,189.32581419961372,4
300,188.20864409596328,5
300,186.99987038175254,6
300,185.70364721714398,7
300,184.3267766906468,8
300,182.87915810739216,9
300,181.37425575189638,10
300,179.8295552474101,11
300,178.2669670599049,12
300,176.7131252349603,13
300,175.1995217824868,14
300,173.76241395026582,15
300,172.44244448022778,16
300,171.28392491982143,17
300,170.33374960526677,18
300,169.63993264859428,19
300,169.249790821021,20
300,169.20782939365694,21
300,169.5534227628365,22
300,170.31841353040028,23
300,171.52477895681042,24
300,173.18252895477374,25
300,175.28800234257034,26
300,177.82271631599465,27
300,180.75289778351194,28
300,184.0297856076005,29
310,192.77805415142865,0
310,192.0223314066758,1
310,191.17803108347238,2
310,190.24268525588124,3
310,189.21511870049486,4
310,188.09571323939332,5
310,186.88671218827653,6
310,185.5925692325073,7
310,184.22034106246636,8
310,182.78011570450366,9
310,181.28545895808463,10
310,179.75385036487856,11
310,178.20706876446295,12
310,176.67147715204743,13
310,175.17814888910308,14
310,173.76277401695253,15
310,172.4652869992017,16
310,171.32916676815188,17
310,170.40037692740552,18
310,169.7259380029118,19
310,169.35215345922404,20
310,169.3225446289415,21
310,169.67558379965473,22
310,170.44234601353207,23
310,171.64422505250172,24
310,173.29087425580295,25
310,175.3785355767354,26
310,177.88890902311726,27
310,180.78868907530145,28
310,184.02985605156042,29
320,192.68919546035028,0
320,191.9262329643919,1
320,191.0753675861978,2
320,190.13444118836003,3
320,189.1026096507946,4
320,187.98059594952562,5
320,186.77098026253034,6
320,185.47853161112116,7
320,184.1105808101544,8
320,182.6774273903579,9
320,181.19276392503974,10
320,179.67409048703533,11
320,178.1430808223542,12
320,176.62585163969487,13
320,175.15307879070266,14
320,173.75990071640163,15
320,172.48555185569967,16
320,171.37267784414905,17
320,170.46630074101978,18
320,169.81242587432487,19
320,169.45631095469014,20
320,169.4404507631172,21
320,169.80236409428085,22
320,170.57230035959378,23
320,171.77100778494793,24
320,173.4077201824343,25
320,175.47852219961717,26
320,177.965242155041,27
320,180.83499676838503,28
320,184.04047445311346,29
330,192.60062152035783,0
330,191.83030664188234,1
330,190.97272726684176,2
330,190.02603497572207,3
330,188.98971923781437,4
330,187.8648497128697,5
330,186.65435238067485,6
330,185.36332413329063,7
330,183.99938598895736,8
330,182.57306827136532,9
330,181.09821217760864,10
330,179.59236175225337,11
330,178.07710940418406,12
330,176.57834809746345,13
330,175.12637579366572,14
330,173.75579425277044,15
330,172.50514638668363,16
330,171.41624508788345,17
330,170.53316230022162,18
330,169.90086975114266,19
330,169.56355103848213,20
330,169.56263660583915,21
330,169.9346457511681,22
330,170.70894989509685,23
330,171.90559542466374,24
330,173.5333392918941,25
330,175.58805359212423,26
330,178.0516449890521,27
330,180.89161078929789,28
330,184.06131681574917,29
340,192.5132805157118,0
340,191.7356232271163,1
340,190.87130911264882,2
340,189.918797518788,3
340,188.87791168280484,4
340,187.75007076260664,5
340,186.53855239755214,6
340,185.24879050369876,7
340,183.88870879269086,8
340,182.46908399078353,9
340,181.00392413895534,10
340,179.51083726978447,11
340,178.01135515963188,12
340,176.53116705928574,13
340,175.1002108519111,14
340,173.75256557275776,15
340,172.5260911003906,16
340,171.46176916766373,17
340,170.60271512334873,18
340,169.99285181973354,19
340,169.67526446712526,20
340,169.69028629102985,21
340,170.07339663018976,22
340,170.85304250600953,23
340,172.04851829057,24
340,173.66805273489203,25
340,175.70725574430082,26
340,178.14806733680027,27
340,180.95832787693462,28
340,184.09205301275793,29
350,192.42812159665874,0
350,191.64325678034263,1
350,190.772318292101,2
350,189.81406945314896,3
350,188.76866516248495,4
350,187.63787417335175,5
350,186.42532852959218,6
350,185.13680487890844,7
350,183.7805384279694,8
350,182.36756410048432,9
350,180.91207120090425,10
350,179.4317481397747,11
350,177.94808348621336,12
350,176.48658005390195,13
350,175.07683139957746,14
350,173.75240658053718,15
350,172.55049070293293,16
350,171.5112367556002,17
350,170.67679895003207,18
350,170.09003901765828,19
350,169.79292355511265,20
350,169.8246606281357,21
350,170.2196548005843,22
350,171.00538841310342,23
350,172.20035999272017,24
350,173.81222503405414,25
350,175.83628755813473,26
350,178.25448128145092,27
350,181.03495658928014,28
350,184.13235483066927,29
360,192.34608370078342,0
360,191.55427186524173,1
360,190.6769516916638,2
360,189.71318490611003,3
360,188.66345372544595,4
360,187.529873906868,5
360,186.31643153603238,6
360,185.02924823190048,7
360,183.67687575598774,8
360,182.2706151233797,9
360,180.82484740181303,10
360,179.3573539930054,11
360,177.88959422719017,12
360,176.4468988032837,13
360,175.05853043236144,14
360,173.75755951638672,15
360,172.58050421056538,16
360,171.5666918201803,17
360,170.7573126582344,18
360,170.19415800322957,19
360,169.91805959526164,20
360,169.96707732854418,21
360,170.37451187359318,22
360,171.16684684549367,23
360,172.361747607788,24
360,173.96625784330934,25
360,175.97533819116813,26
360,178.37088202481385,27
360,181.12132149592966,28
360,184.18190327815444,29
